t_s	status	BIG	BIG_MID	MID	LITTLE	skin	soc	cap_cpu2	cap_cpu7	cd_big	cd_cpu2	cd_cpu0	mem_avail_kb
1300	1	60.000004	60.000004	62.000004	59.000004	40.133812	48.628002	1785000	2208000	1462000	388000	999000	3092932
1305	1	61.000004	60.000004	62.000004	59.000004	40.116062	49.113003	1785000	2208000	1462000	388000	999000	3023560
1310	1	60.000004	60.000004	62.000004	59.000004	40.11566	49.302002	1785000	2208000	1462000	388000	999000	2881076
1315	1	60.000004	61.000004	62.000004	59.000004	40.117817	49.413002	1785000	2208000	1462000	388000	999000	2960256
1321	1	61.000004	61.000004	63.000004	60.000004	40.144356	49.480003	1785000	2208000	1462000	388000	999000	2858064
1326	1	61.000004	61.000004	63.000004	61.000004	40.169834	49.486004	1785000	2208000	1462000	388000	867000	2980800
1332	1	61.000004	61.000004	63.000004	59.000004	40.22155	49.442	1785000	2208000	1462000	388000	999000	2863048
1337	1	61.000004	61.000004	63.000004	59.000004	40.233185	49.413002	1785000	2208000	1462000	388000	999000	3066084
1343	1	61.000004	60.000004	62.000004	59.000004	40.29915	49.395	1785000	2208000	1462000	388000	999000	2933164
1348	1	61.000004	61.000004	62.000004	59.000004	40.352837	49.426003	1785000	2208000	1462000	388000	999000	2972264
1353	1	61.000004	61.000004	62.000004	59.000004	40.381306	49.455	1785000	2208000	1462000	388000	999000	2871472
1359	1	61.000004	61.000004	63.000004	61.000004	40.39704	49.432003	1785000	2208000	1462000	388000	999000	2997236
1364	1	61.000004	61.000004	63.000004	60.000004	40.40422	49.579002	1785000	2208000	1462000	388000	999000	2929708
1369	1	54.000004	53.000004	54.000004	54.000004	40.408524	49.338	1785000	2208000	1462000	388000	999000	3828732
1375	1	53.000004	53.000004	54.000004	53.000004	40.429733	48.039	1862000	2342000	1655000	480000	999000	5965568
1380	1	50.000004	50.000004	50.000004	50.000004	40.41894	47.355003	1939000	2457000	1816000	535000	999000	7252860
1385	1	48.000004	46.000004	47.000004	48.000004	40.41247	46.000004	1939000	2457000	1816000	535000	999000	7330204
1391	1	46.000004	46.000004	46.000004	46.000004	40.313778	45.195004	2092000	2592000	2008000	585000	999000	7330632
1396	1	46.000004	44.000004	45.000004	46.000004	40.219032	44.016003	2188000	2707000	2303000	647000	999000	7333564
1401	1	45.000004	45.000004	45.000004	46.000004	40.03422	43.489002	2284000	2707000	2396000	740000	999000	7305136
1407	1	45.000004	44.000004	45.000004	45.000004	40.02931	42.965	2284000	2707000	2396000	740000	999000	7303252
1412	1	44.000004	43.000004	44.000004	45.000004	40.02636	42.676003	2400000	2937000	2770000	833000	999000	7430868
1417	1	44.000004	43.000004	43.000004	44.000004	39.91931	42.195004	2534000	3168000	3277000	963000	999000	7408816
1423	1	44.000004	42.000004	43.000004	44.000004	39.75494	41.826	2688000	3168000	3424000	1198000	999000	7405304
1428	1	44.000004	42.000004	43.000004	44.000004	39.67077	41.635002	2688000	3168000	3424000	1198000	999000	7379948
1433	1	43.000004	42.000004	43.000004	43.000004	39.51047	41.356003	2841000	3398000	3798000	1345000	999000	7382180
1438	1	43.000004	42.000004	43.000004	43.000004	39.35813	41.153004	2937000	3398000	3798000	1561000	999000	7366672
1444	1	43.000004	42.000004	42.000004	43.000004	39.27513	41.002003	3052000	3398000	3798000	1853000	999000	7361156
1449	1	43.000004	41.000004	42.000004	43.000004	39.163048	40.836002	3052000	3398000	3798000	1853000	999000	7411188
1454	1	43.000004	41.000004	42.000004	43.000004	39.06515	40.68	3052000	3782000	5471000	1853000	999000	7406452
1460	1	43.000004	41.000004	42.000004	43.000004	38.99538	40.56	3052000	3782000	5471000	1853000	999000	7382264
1465	1	43.000004	41.000004	42.000004	43.000004	38.889145	40.466003	3052000	3782000	5471000	1853000	999000	7380604
1470	1	42.000004	41.000004	42.000004	43.000004	38.818554	40.352	3052000	3782000	5471000	1853000	999000	7336176
1476	1	42.000004	41.000004	42.000004	43.000004	38.75078	40.229	3052000	3782000	5471000	1853000	999000	7339804
1481	1	42.000004	41.000004	42.000004	43.000004	38.653316	40.175003	3052000	3782000	5471000	1853000	999000	7423868
1486	1	42.000004	41.000004	42.000004	42.000004	38.63139	40.123	3052000	3782000	5471000	1853000	999000	7415352
1491	1	42.000004	41.000004	42.000004	42.000004	38.56583	39.978	3052000	3782000	5471000	1853000	999000	7394988
1497	1	42.000004	41.000004	42.000004	43.000004	38.496452	39.903004	3052000	3782000	5471000	1853000	999000	7408648
1502	1	42.000004	41.000004	41.000004	42.000004	38.429844	39.825	3052000	3782000	5471000	1853000	999000	7402444
1507	1	43.000004	42.000004	43.000004	43.000004	38.38938	40.008003	3052000	3782000	5471000	1853000	999000	7382688
1513	1	42.000004	42.000004	42.000004	42.000004	38.300797	40.382004	3052000	3782000	5471000	1853000	999000	7383552
1518	1	42.000004	41.000004	42.000004	42.000004	38.247643	40.225002	3052000	3782000	5471000	1853000	999000	7429768
1523	1	42.000004	40.0	41.000004	42.000004	38.12466	39.915	3052000	3782000	5471000	1853000	999000	7428224
1529	1	42.000004	40.0	41.000004	42.000004	38.037212	39.730003	3052000	3782000	5471000	1853000	999000	7398036
1534	1	42.000004	40.0	41.000004	42.000004	37.968098	39.595	3052000	3782000	5471000	1853000	999000	7395136
1539	1	42.000004	40.0	41.000004	42.000004	37.901752	39.483	3052000	3782000	5471000	1853000	999000	7452508
1545	1	42.000004	41.000004	41.000004	42.000004	37.948505	39.399002	3052000	3782000	5471000	1853000	999000	7442592
1550	1	41.000004	40.0	41.000004	42.000004	37.964764	39.289	3052000	3782000	5471000	1853000	999000	7449712
1555	1	41.000004	40.0	41.000004	41.000004	37.96821	39.208	3052000	3782000	5471000	1853000	999000	7434308
1561	1	41.000004	40.0	41.000004	41.000004	37.925182	39.103	3052000	3782000	5471000	1853000	999000	7439200
1566	1	41.000004	40.0	41.000004	42.000004	37.899364	39.056004	3052000	3782000	5471000	1853000	999000	7450928
1571	1	41.000004	40.0	41.000004	42.000004	37.82023	39.055	3052000	3782000	5471000	1853000	999000	7447776
1577	1	41.000004	40.0	40.0	41.000004	37.79358	38.979	3052000	3782000	5471000	1853000	999000	7436120
1582	1	41.000004	40.0	40.0	41.000004	37.767998	38.975002	3052000	3782000	5471000	1853000	999000	7424160
1587	1	41.000004	40.0	40.0	41.000004	37.703136	38.905003	3052000	3782000	5471000	1853000	999000	7423508
1593	1	41.000004	39.0	40.0	41.000004	37.640865	38.805	3052000	3782000	5471000	1853000	999000	7448872
1598	1	41.000004	40.0	40.0	41.000004	37.577946	38.736	3052000	3782000	5471000	1853000	999000	7424588
1603	1	41.000004	40.0	41.000004	41.000004	37.528667	38.689003	3052000	3782000	5471000	1853000	999000	7424136
1609	1	41.000004	39.0	40.0	41.000004	37.481358	38.625	3052000	3782000	5471000	1853000	999000	7421132
1614	1	41.000004	39.0	40.0	41.000004	37.468	38.569	3052000	3782000	5471000	1853000	999000	7425704
1619	1	41.000004	40.0	41.000004	41.000004	37.43332	38.516003	3052000	3782000	5471000	1853000	999000	7397808
1625	1	41.000004	39.0	40.0	41.000004	37.414314	38.466003	3052000	3782000	5471000	1853000	999000	7406352
1630	1	41.000004	41.000004	41.000004	42.000004	37.342464	38.480003	3052000	3782000	5471000	1853000	999000	7347428
1635	1	42.000004	41.000004	41.000004	42.000004	37.236736	39.092003	3052000	3782000	5471000	1853000	999000	7299560
1641	1	42.000004	41.000004	41.000004	42.000004	37.15076	39.278004	3052000	3782000	5471000	1853000	999000	7193924
1646	1	41.000004	40.0	40.0	41.000004	37.07644	39.085003	3052000	3782000	5471000	1853000	999000	7188556
1651	0	41.000004	40.0	41.000004	42.000004	37.005093	38.979	3052000	3782000	5471000	1853000	999000	7394600
1656	0	44.000004	43.000004	44.000004	46.000004	36.86691	39.178	3052000	3782000	5471000	1853000	999000	7283572
1662	0	43.000004	42.000004	43.000004	45.000004	36.83582	39.456	3052000	3782000	5471000	1853000	999000	7140356
1667	0	44.000004	42.000004	44.000004	44.000004	36.803783	39.719	3052000	3782000	5471000	1853000	999000	7021092
1672	0	48.000004	47.000004	48.000004	47.000004	36.650326	40.882004	3052000	3782000	5471000	1853000	999000	6845280
1678	0	48.000004	46.000004	47.000004	47.000004	36.429302	42.04	3052000	3782000	5471000	1853000	999000	6800752
1683	0	51.000004	48.000004	48.000004	48.000004	36.31741	42.648003	3052000	3782000	5471000	1853000	999000	6790168
1688	0	64.0	54.000004	53.000004	52.000004	36.28103	43.249	3052000	3782000	5471000	1853000	999000	6515992
1694	0	66.0	56.000004	54.000004	54.000004	36.25462	44.193	3052000	3782000	5471000	1853000	999000	5781472
1699	0	64.0	55.000004	54.000004	54.000004	36.25022	44.752003	3052000	3782000	5471000	1853000	999000	5114248
1704	0	65.0	56.000004	54.000004	53.000004	36.40333	45.006	3052000	3782000	5471000	1853000	999000	4624880
1710	0	60.000004	60.000004	60.000004	55.000004	36.669228	45.296	3052000	3782000	5471000	1853000	999000	4116504
1715	0	61.000004	60.000004	61.000004	55.000004	36.77365	45.342003	3052000	3782000	5471000	1853000	999000	3832204
1720	0	60.000004	58.000004	60.000004	55.000004	37.056713	45.388	3052000	3782000	5471000	1853000	999000	3455628
1725	0	63.000004	59.000004	60.000004	56.000004	37.120403	45.448	3052000	3782000	5471000	1853000	999000	2973016
1731	0	65.0	60.000004	61.000004	56.000004	37.324	45.773003	3052000	3782000	5471000	1853000	999000	2498068
1736	0	61.000004	55.000004	55.000004	55.000004	37.494576	46.208004	3052000	3398000	3798000	1853000	999000	1960312
1741	0	72.0	60.000004	58.000004	58.000004	37.61435	46.343002	3052000	3782000	5471000	1853000	999000	1280996
1747	0	85.00001	85.00001	90.00001	76.0	37.696682	47.519	3052000	3398000	3798000	1853000	999000	1617404
1752	0	85.00001	85.00001	90.00001	77.0	37.828323	52.052002	3052000	3398000	3798000	1853000	999000	2378800
1757	0	69.0	65.0	65.0	65.0	37.907307	54.239002	2937000	3168000	3424000	1561000	999000	3067964
1763	0	53.000004	52.000004	52.000004	53.000004	38.31753	52.549004	2841000	3168000	3277000	1345000	867000	7415992
1768	0	49.000004	48.000004	49.000004	50.000004	38.941513	48.976	2937000	3168000	3424000	1561000	999000	7296344
1773	0	47.000004	46.000004	47.000004	48.000004	39.14987	46.698	2937000	3168000	3424000	1561000	999000	7284816
1779	1	47.000004	45.000004	46.000004	46.000004	39.3499	45.193	3052000	3398000	3798000	1853000	999000	7231892
1784	1	46.000004	45.000004	46.000004	46.000004	39.27545	44.695004	3052000	3398000	3798000	1853000	999000	7184348
1789	1	45.000004	44.000004	45.000004	45.000004	39.01241	44.076	3052000	3782000	5471000	1853000	999000	7176192
1794	1	45.000004	43.000004	44.000004	45.000004	38.864635	43.033	3052000	3782000	5471000	1853000	999000	7364736
1800	1	44.000004	43.000004	43.000004	44.000004	38.422283	42.18	3052000	3782000	5471000	1853000	999000	7360028
1805	1	43.000004	42.000004	43.000004	43.000004	38.246876	41.555	3052000	3782000	5471000	1853000	999000	7355124
1810	1	43.000004	42.000004	42.000004	43.000004	38.17404	41.09	3052000	3782000	5471000	1853000	999000	7336472
1816	1	43.000004	42.000004	42.000004	43.000004	38.16637	40.729	3052000	3782000	5471000	1853000	999000	7333792
1821	1	42.000004	41.000004	42.000004	43.000004	38.161762	40.349003	3052000	3782000	5471000	1853000	999000	7338788
1826	1	42.000004	41.000004	42.000004	42.000004	37.992554	40.065002	3052000	3782000	5471000	1853000	999000	7334172
1832	1	42.000004	42.000004	42.000004	42.000004	37.829544	39.939003	3052000	3782000	5471000	1853000	999000	7367008
1837	1	42.000004	41.000004	42.000004	43.000004	37.75421	39.863003	3052000	3782000	5471000	1853000	999000	7339384
1842	1	42.000004	41.000004	41.000004	42.000004	37.6279	39.752003	3052000	3782000	5471000	1853000	999000	7356400
1848	1	42.000004	41.000004	41.000004	42.000004	37.552113	39.608	3052000	3782000	5471000	1853000	999000	7331904
1853	1	42.000004	40.0	41.000004	42.000004	37.421062	39.466003	3052000	3782000	5471000	1853000	999000	7328808
1858	1	42.000004	41.000004	41.000004	42.000004	37.369724	39.320004	3052000	3782000	5471000	1853000	999000	7311756
1864	1	42.000004	42.000004	41.000004	42.000004	37.311924	39.25	3052000	3782000	5471000	1853000	999000	7308408
1869	1	42.000004	40.0	41.000004	42.000004	37.203987	39.269	3052000	3782000	5471000	1853000	999000	7308308
1874	1	41.000004	40.0	41.000004	42.000004	37.13401	39.178	3052000	3782000	5471000	1853000	999000	7392288
1880	0	41.000004	40.0	41.000004	42.000004	37.090145	39.056004	3052000	3782000	5471000	1853000	999000	7353540
1885	0	42.000004	40.0	41.000004	42.000004	37.04152	38.97	3052000	3782000	5471000	1853000	999000	7344268
1890	0	41.000004	40.0	41.000004	41.000004	37.01234	38.843002	3052000	3782000	5471000	1853000	999000	7349568
1896	0	41.000004	40.0	41.000004	41.000004	36.92068	38.730003	3052000	3782000	5471000	1853000	999000	7337348
1901	0	41.000004	40.0	41.000004	42.000004	36.86407	38.670002	3052000	3782000	5471000	1853000	999000	7310728
1906	0	41.000004	40.0	41.000004	41.000004	36.830112	38.573	3052000	3782000	5471000	1853000	999000	7311292
1912	0	41.000004	40.0	40.0	41.000004	36.797348	38.496002	3052000	3782000	5471000	1853000	999000	7315572
1917	0	41.000004	40.0	41.000004	42.000004	36.755558	38.483	3052000	3782000	5471000	1853000	999000	7371400
1922	0	41.000004	39.0	40.0	41.000004	36.734905	38.502003	3052000	3782000	5471000	1853000	999000	7368916
1928	0	41.000004	39.0	40.0	41.000004	36.70254	38.433002	3052000	3782000	5471000	1853000	999000	7365472
1933	0	41.000004	39.0	40.0	41.000004	36.683125	38.323	3052000	3782000	5471000	1853000	999000	7371188
1938	0	41.000004	39.0	40.0	41.000004	36.614006	38.269	3052000	3782000	5471000	1853000	999000	7349688
1943	0	40.0	39.0	40.0	41.000004	36.584988	38.243	3052000	3782000	5471000	1853000	999000	7351456
1949	0	41.000004	39.0	40.0	41.000004	36.557125	38.170002	3052000	3782000	5471000	1853000	999000	7370888
1954	0	40.0	39.0	40.0	41.000004	36.53195	38.108	3052000	3782000	5471000	1853000	999000	7368896
1959	0	40.0	39.0	40.0	41.000004	36.507782	38.06	3052000	3782000	5471000	1853000	999000	7348608
1965	0	40.0	39.0	40.0	41.000004	36.452892	38.046	3052000	3782000	5471000	1853000	999000	7358092
1970	0	40.0	39.0	40.0	40.0	36.400196	37.988003	3052000	3782000	5471000	1853000	999000	7359852
1975	0	40.0	39.0	40.0	41.000004	36.35862	37.913002	3052000	3782000	5471000	1853000	999000	7412800
1981	0	40.0	39.0	40.0	41.000004	36.318707	37.878002	3052000	3782000	5471000	1853000	999000	7381468
1986	0	40.0	39.0	40.0	40.0	36.309917	37.836002	3052000	3782000	5471000	1853000	999000	7380640
1991	0	41.000004	39.0	40.0	41.000004	36.30148	37.795002	3052000	3782000	5471000	1853000	999000	7379588
1997	0	40.0	39.0	40.0	40.0	36.274593	37.802002	3052000	3782000	5471000	1853000	999000	7387604
2002	0	40.0	39.0	40.0	40.0	36.24878	37.74	3052000	3782000	5471000	1853000	999000	7388768
2007	0	40.0	39.0	39.0	40.0	36.19947	37.690002	3052000	3782000	5471000	1853000	999000	7374084
2013	0	40.0	39.0	39.0	40.0	36.166477	37.642002	3052000	3782000	5471000	1853000	999000	7362820
2018	0	40.0	39.0	40.0	40.0	36.146683	37.608	3052000	3782000	5471000	1853000	999000	7357348
2023	0	40.0	38.0	39.0	41.000004	36.108273	37.549004	3052000	3782000	5471000	1853000	999000	7351532
2029	0	40.0	39.0	39.0	40.0	36.098988	37.513	3052000	3782000	5471000	1853000	999000	7384340
2034	0	40.0	39.0	40.0	40.0	36.101677	37.49	3052000	3782000	5471000	1853000	999000	7378740
2039	0	40.0	38.0	39.0	40.0	36.10961	37.443	3052000	3782000	5471000	1853000	999000	7372472
2045	0	40.0	38.0	39.0	40.0	36.056374	37.382	3052000	3782000	5471000	1853000	999000	7374004
2050	0	40.0	38.0	39.0	40.0	36.005264	37.328003	3052000	3782000	5471000	1853000	999000	7378272
2055	0	41.000004	40.0	40.0	41.000004	35.959087	37.299004	3052000	3782000	5471000	1853000	999000	7347908
2061	0	40.0	39.0	40.0	40.0	35.91476	37.420002	3052000	3782000	5471000	1853000	999000	7346684
2066	0	40.0	39.0	39.0	41.000004	35.92055	37.475002	3052000	3782000	5471000	1853000	999000	7345640
2071	0	40.0	38.0	39.0	40.0	35.848835	37.390003	3052000	3782000	5471000	1853000	999000	7364300
2077	0	40.0	38.0	39.0	40.0	35.770454	37.320004	3052000	3782000	5471000	1853000	999000	7364148
2082	0	40.0	38.0	39.0	40.0	35.723423	37.278	3052000	3782000	5471000	1853000	999000	7358064
2087	0	40.0	38.0	39.0	40.0	35.707993	37.242	3052000	3782000	5471000	1853000	999000	7355500
2093	0	39.0	38.0	39.0	40.0	35.69318	37.203003	3052000	3782000	5471000	1853000	999000	7374556
2098	0	39.0	38.0	39.0	40.0	35.680557	37.156002	3052000	3782000	5471000	1853000	999000	7382428
2103	0	39.0	38.0	39.0	40.0	35.67298	37.102	3052000	3782000	5471000	1853000	999000	7377016
2109	0	40.0	38.0	39.0	40.0	35.65407	37.106003	3052000	3782000	5471000	1853000	999000	7341648
2114	0	40.0	38.0	39.0	40.0	35.62531	37.105003	3052000	3782000	5471000	1853000	999000	7345948
2119	0	39.0	38.0	39.0	40.0	35.60859	37.085003	3052000	3782000	5471000	1853000	999000	7345760
2125	0	39.0	38.0	39.0	40.0	35.579914	37.055	3052000	3782000	5471000	1853000	999000	7363208
2130	0	39.0	38.0	39.0	40.0	35.552387	36.988003	3052000	3782000	5471000	1853000	999000	7361304
2135	0	39.0	38.0	39.0	40.0	35.522526	36.925003	3052000	3782000	5471000	1853000	999000	7355728
2140	0	39.0	38.0	39.0	40.0	35.51555	36.920002	3052000	3782000	5471000	1853000	999000	7343212
2146	0	39.0	39.0	39.0	39.0	35.51136	36.925003	3052000	3782000	5471000	1853000	999000	7404548
2151	0	39.0	38.0	39.0	40.0	35.480232	36.903	3052000	3782000	5471000	1853000	999000	7403940
2156	0	39.0	38.0	39.0	40.0	35.44408	36.923	3052000	3782000	5471000	1853000	999000	7395484
2162	0	39.0	38.0	39.0	39.0	35.433594	36.873	3052000	3782000	5471000	1853000	999000	7396332
2167	0	40.0	39.0	39.0	40.0	35.41254	36.800003	3052000	3782000	5471000	1853000	999000	7372712
2172	0	40.0	38.0	39.0	39.0	35.399906	36.842003	3052000	3782000	5471000	1853000	999000	7352620
2178	0	39.0	38.0	39.0	40.0	35.29745	36.795002	3052000	3782000	5471000	1853000	999000	7366580
2183	0	39.0	38.0	39.0	40.0	35.243595	36.792004	3052000	3782000	5471000	1853000	999000	7380816
2188	0	39.0	38.0	39.0	40.0	35.225113	36.736	3052000	3782000	5471000	1853000	999000	7380616
2194	0	39.0	38.0	38.0	40.0	35.18823	36.66	3052000	3782000	5471000	1853000	999000	7382152
2199	0	39.0	38.0	39.0	39.0	35.152813	36.629	3052000	3782000	5471000	1853000	999000	7369312
2204	0	39.0	39.0	38.0	39.0	35.125782	36.645	3052000	3782000	5471000	1853000	999000	7368220
2209	0	40.0	38.0	39.0	40.0	35.099834	36.666	3052000	3782000	5471000	1853000	999000	7359772
2215	0	39.0	38.0	39.0	39.0	35.077446	36.738003	3052000	3782000	5471000	1853000	999000	7358692
2220	0	39.0	38.0	39.0	40.0	35.055958	36.715	3052000	3782000	5471000	1853000	999000	7335540
2225	0	39.0	39.0	39.0	39.0	35.03729	36.730003	3052000	3782000	5471000	1853000	999000	7341900
2231	0	39.0	38.0	39.0	40.0	35.01936	36.642002	3052000	3782000	5471000	1853000	999000	7399708
2236	0	39.0	38.0	38.0	39.0	34.98165	36.58	3052000	3782000	5471000	1853000	999000	7385496
2241	0	39.0	39.0	38.0	39.0	34.945446	36.522003	3052000	3782000	5471000	1853000	999000	7389644
2246	0	39.0	37.0	38.0	39.0	34.906796	36.486	3052000	3782000	5471000	1853000	999000	7394804
2252	0	39.0	37.0	38.0	39.0	34.86969	36.452003	3052000	3782000	5471000	1853000	999000	7366040
2257	0	39.0	37.0	38.0	39.0	34.87469	36.419003	3052000	3782000	5471000	1853000	999000	7363036
2262	0	39.0	37.0	38.0	39.0	34.87949	36.405003	3052000	3782000	5471000	1853000	999000	7383500
2268	0	39.0	37.0	38.0	39.0	34.869278	36.382	3052000	3782000	5471000	1853000	999000	7388572
2273	0	39.0	38.0	38.0	39.0	34.859474	36.320004	3052000	3782000	5471000	1853000	999000	7387136
2278	0	39.0	37.0	38.0	40.0	34.812843	36.298	3052000	3782000	5471000	1853000	999000	7378312
2284	0	39.0	37.0	38.0	39.0	34.76807	36.259003	3052000	3782000	5471000	1853000	999000	7384040
2289	0	39.0	38.0	39.0	39.0	34.752625	36.232002	3052000	3782000	5471000	1853000	999000	7379780
2294	0	39.0	37.0	38.0	39.0	34.75379	36.302002	3052000	3782000	5471000	1853000	999000	7363992
2300	0	38.0	37.0	38.0	39.0	34.754913	36.272003	3052000	3782000	5471000	1853000	999000	7369824
2305	0	39.0	37.0	38.0	39.0	34.739025	36.219	3052000	3782000	5471000	1853000	999000	7363052
2310	0	39.0	37.0	38.0	39.0	34.723774	36.178	3052000	3782000	5471000	1853000	999000	7391392
2315	0	38.0	37.0	38.0	39.0	34.711414	36.165	3052000	3782000	5471000	1853000	999000	7384280
2321	0	38.0	37.0	38.0	39.0	34.72154	36.15	3052000	3782000	5471000	1853000	999000	7390428
2326	0	39.0	37.0	38.0	39.0	34.692154	36.132	3052000	3782000	5471000	1853000	999000	7399736
2331	0	38.0	37.0	39.0	39.0	34.663948	36.116	3052000	3782000	5471000	1853000	999000	7410572
2337	0	39.0	37.0	38.0	39.0	34.6493	36.11	3052000	3782000	5471000	1853000	999000	7407552
2342	0	38.0	38.0	38.0	39.0	34.64051	36.146	3052000	3782000	5471000	1853000	999000	7382780
2347	0	38.0	37.0	38.0	39.0	34.61726	36.106003	3052000	3782000	5471000	1853000	999000	7380880
2352	0	38.0	37.0	38.0	39.0	34.603313	36.069	3052000	3782000	5471000	1853000	999000	7385820
2358	0	38.0	37.0	38.0	39.0	34.550415	36.019	3052000	3782000	5471000	1853000	999000	7379636
2363	0	38.0	37.0	38.0	39.0	34.518673	35.97	3052000	3782000	5471000	1853000	999000	7374896
2368	0	39.0	38.0	38.0	39.0	34.488716	35.95	3052000	3782000	5471000	1853000	999000	7394768
2374	0	38.0	38.0	38.0	39.0	34.470745	35.99	3052000	3782000	5471000	1853000	999000	7394376
2379	0	39.0	37.0	38.0	39.0	34.472614	35.962	3052000	3782000	5471000	1853000	999000	7394760
2384	0	38.0	37.0	38.0	39.0	34.47374	35.925003	3052000	3782000	5471000	1853000	999000	7386856
2389	0	39.0	37.0	38.0	39.0	34.44794	35.929	3052000	3782000	5471000	1853000	999000	7390412
2395	0	38.0	37.0	38.0	39.0	34.442135	35.998	3052000	3782000	5471000	1853000	999000	7383092
2400	0	38.0	37.0	38.0	39.0	34.413002	35.988003	3052000	3782000	5471000	1853000	999000	7385516
2405	0	38.0	37.0	38.0	38.0	34.400677	35.922	3052000	3782000	5471000	1853000	999000	7386076
2411	0	38.0	37.0	38.0	39.0	34.393284	35.873	3052000	3782000	5471000	1853000	999000	7393848
2416	0	39.0	37.0	38.0	39.0	34.343872	35.868	3052000	3782000	5471000	1853000	999000	7397132
2421	0	39.0	38.0	39.0	39.0	34.286575	36.013	3052000	3782000	5471000	1853000	999000	7367480
2427	0	38.0	37.0	38.0	39.0	34.26998	36.050003	3052000	3782000	5471000	1853000	999000	7367472
2432	0	38.0	37.0	38.0	39.0	34.263233	35.97	3052000	3782000	5471000	1853000	999000	7365844
2437	0	38.0	37.0	38.0	39.0	34.256752	35.878002	3052000	3782000	5471000	1853000	999000	7364860
2442	0	39.0	37.0	38.0	39.0	34.198105	35.81	3052000	3782000	5471000	1853000	999000	7405136
2448	0	38.0	38.0	38.0	39.0	34.16291	35.779003	3052000	3782000	5471000	1853000	999000	7389432
2453	0	38.0	37.0	38.0	39.0	34.11013	35.872	3052000	3782000	5471000	1853000	999000	7388720
2458	0	39.0	37.0	38.0	39.0	34.059464	35.848003	3052000	3782000	5471000	1853000	999000	7386744
2464	0	38.0	37.0	38.0	39.0	34.05451	35.793003	3052000	3782000	5471000	1853000	999000	7376468
2469	0	38.0	37.0	38.0	39.0	34.051537	35.753002	3052000	3782000	5471000	1853000	999000	7359284
2474	0	38.0	37.0	38.0	38.0	34.03069	35.723003	3052000	3782000	5471000	1853000	999000	7376872
2480	0	38.0	37.0	38.0	38.0	34.03861	35.708	3052000	3782000	5471000	1853000	999000	7409188
2485	0	38.0	37.0	37.0	38.0	34.031853	35.686	3052000	3782000	5471000	1853000	999000	7421284
2490	0	38.0	37.0	37.0	38.0	34.025368	35.63	3052000	3782000	5471000	1853000	999000	7423060
2496	0	38.0	37.0	37.0	38.0	33.999023	35.59	3052000	3782000	5471000	1853000	999000	7423688
2501	0	38.0	37.0	37.0	38.0	33.973736	35.552002	3052000	3782000	5471000	1853000	999000	7418872
2506	0	38.0	36.0	37.0	38.0	33.94429	35.526	3052000	3782000	5471000	1853000	999000	7407420
2512	0	38.0	37.0	37.0	38.0	33.916023	35.549	3052000	3782000	5471000	1853000	999000	7379068
2517	0	38.0	38.0	37.0	38.0	33.914192	35.545002	3052000	3782000	5471000	1853000	999000	7383376
2522	0	38.0	36.0	37.0	38.0	33.91243	35.509003	3052000	3782000	5471000	1853000	999000	7384680
2528	0	38.0	36.0	37.0	38.0	33.913624	35.482002	3052000	3782000	5471000	1853000	999000	7385320
2533	0	38.0	37.0	38.0	38.0	33.914337	35.442	3052000	3782000	5471000	1853000	999000	7383236
2538	0	38.0	37.0	37.0	38.0	33.904377	35.508003	3052000	3782000	5471000	1853000	999000	7380728
2544	0	38.0	37.0	38.0	38.0	33.894814	35.536003	3052000	3782000	5471000	1853000	999000	7375788
2549	0	38.0	37.0	38.0	38.0	33.90304	35.512	3052000	3782000	5471000	1853000	999000	7414548
2554	0	38.0	36.0	37.0	38.0	33.907974	35.465	3052000	3782000	5471000	1853000	999000	7423716
2560	0	38.0	36.0	37.0	38.0	33.904068	35.416	3052000	3782000	5471000	1853000	999000	7417972
2565	0	38.0	36.0	37.0	38.0	33.87768	35.376003	3052000	3782000	5471000	1853000	999000	7411824
2570	0	38.0	37.0	37.0	38.0	33.85319	35.345	3052000	3782000	5471000	1853000	999000	7411988
2576	0	38.0	36.0	37.0	38.0	33.83455	35.313004	3052000	3782000	5471000	1853000	999000	7405208
2581	0	38.0	37.0	38.0	38.0	33.81665	35.345	3052000	3782000	5471000	1853000	999000	7377204
2586	0	38.0	36.0	37.0	38.0	33.807987	35.356003	3052000	3782000	5471000	1853000	999000	7378968
2592	0	38.0	36.0	37.0	38.0	33.801422	35.34	3052000	3782000	5471000	1853000	999000	7383448
2597	0	38.0	36.0	37.0	38.0	33.797485	35.278	3052000	3782000	5471000	1853000	999000	7392020
2602	0	38.0	36.0	37.0	38.0	33.704723	35.238003	3052000	3782000	5471000	1853000	999000	7385912
2608	0	38.0	36.0	37.0	38.0	33.659687	35.212	3052000	3782000	5471000	1853000	999000	7379592
2613	0	38.0	36.0	37.0	38.0	33.63266	35.236	3052000	3782000	5471000	1853000	999000	7354656
2618	0	38.0	36.0	37.0	38.0	33.632	35.208	3052000	3782000	5471000	1853000	999000	7363704
2624	0	37.0	36.0	37.0	38.0	33.631607	35.175003	3052000	3782000	5471000	1853000	999000	7362704
2629	0	38.0	36.0	37.0	38.0	33.624947	35.153	3052000	3782000	5471000	1853000	999000	7361824
2634	0	37.0	37.0	37.0	38.0	33.620953	35.13	3052000	3782000	5471000	1853000	999000	7362072
