dfc-01	default		/home/steven/gguf-e2b/tpu/anchor-smp2.apk
dfc-02	default		/home/steven/gguf-e2b/tpu/anchor-smp2.apk
dfc-03	default		/home/steven/gguf-e2b/tpu/anchor-smp2.apk
